,MD,mf1,mf2,mH,mA,mE1,mE2,mu->e gamma,alfa,delta,y1,rho1,eta2,eta3,f2,f3,f1,rho2,rho3,k,I1,I2,mu,Rmuv
2639,1850.56918574,1845.75739049,2123.42801648,866.797362712,869.949990035,869.758506233,1844.89188029,1.49309839896e-21,-0.132023418161,0.000200265963793,0.000423455882199,0.000208212778151,-0.00210102389281,-0.00258256057782,0.00183169023684,0.000785076666403,0.000507725195735,0.00176944974148,0.0719974900073,-3.73471936818e-06,0.570003079795,0.506094203315,3.04764902,0.0123888171545
2718,1772.78388736,1772.68424321,1945.44459642,897.912855412,898.522267784,901.664734098,1771.96893662,7.02117057328e-17,0.0240184850537,0.00172945346085,0.000445688699062,0.00567936387444,-0.00221133450933,-0.00271815344305,-0.00161108748578,-0.000690524613377,-0.000446576442137,0.0249451350543,0.497691895313,4.03429291963e-06,0.527722859269,0.488746200198,23.1345409867,0.0940428495393
2772,1021.8396328,1021.77302962,1873.80505421,717.033579633,720.439373754,719.432766373,1020.84123986,1.8872067963e-15,-0.00884148398938,-0.00757833789759,0.000140126269136,0.101072583298,-0.00069525221361,-0.000854598067473,-0.00199220114893,-0.000853872890377,-0.000552217125986,0.0111420052679,0.0161321237134,1.03768473777e-05,0.309224665988,0.18167080289,-22.8512687901,-0.092891336545
2808,1100.67656932,1100.38852363,1807.08937075,852.771111118,856.352329576,856.741635165,1099.74474832,3.63597804279e-21,-0.0201902823375,-0.00695991575818,0.000327682432432,0.000136246384798,-0.00162583317115,-0.00199846021184,-0.000455115458411,-0.000195066021389,-0.000126153200228,0.00816797325267,0.000286750825603,1.94242128639e-05,0.228903389352,0.151468681092,-19.0221024269,-0.0773256196215
2836,663.93412873,663.440073646,694.753144524,552.46626158,558.408611018,553.756917467,662.758323174,3.67137515097e-19,-0.125942863938,-0.0101546008728,0.000271260064824,0.00059394336778,-0.0013458872608,-0.00165435309604,-0.000905151631408,-0.000387955021588,-0.000250898476164,0.0134462277197,0.0895684414047,1.17980701681e-05,0.168822873401,0.163333209925,-7.74038470743,-0.0314649784855
2860,1274.56830056,1274.39447192,1285.61195355,531.63131804,533.960072359,538.01820084,1273.93282506,4.18028098013e-16,-0.124807611039,-0.000581499079318,0.0073129594249,0.000255085649228,-0.0362840690726,-0.0446000670009,-0.000769707162044,-0.000329902469714,-0.000213354699199,0.000247146598824,0.482504051938,5.14635194422e-07,0.625576600581,0.620998306531,-4.45761660862,-0.018120392718
2873,712.764030458,712.754017737,829.407666753,631.476047859,634.750777768,633.505326906,712.18624075,1.32505468253e-15,-0.00926473698286,0.0391497739806,0.000118787383697,0.000285319577168,-0.000589376938197,-0.000724457085554,0.00313698586771,0.00134453651499,0.000869539364064,0.000939771811261,0.000699167824572,-7.77383458411e-06,0.112444586335,0.100714611468,23.8056597554,0.0967709746154
2898,1258.27229359,1257.88422667,1298.78533918,887.553017975,895.468318516,889.311084224,1256.95763075,6.19219233843e-18,-0.097560700112,0.00497627228307,0.000533964207408,0.000151272214788,-0.00264932335299,-0.00325652557915,0.000570520274378,0.000244529422124,0.000158142196837,0.348493286718,0.175815235123,-9.50900215079e-06,0.306244117556,0.298996583763,22.5731123033,0.0917606191192
2913,673.06897624,672.543221425,703.817257324,570.831249276,572.890907652,574.278541605,671.729932474,6.51850893595e-19,-0.130024164635,0.0155216304837,0.000181554296265,0.00189621708526,-0.000900802020546,-0.00110725813002,0.000959309556109,0.000411167528882,0.000265910481123,0.00694093058327,0.000621252764424,-1.6632321581e-05,0.148439857222,0.143714317531,10.8331938068,0.0440373731985
3008,811.246955223,810.943721882,1625.4304146,709.21289578,710.086023133,713.152218552,810.550376289,5.12252661389e-15,0.0192962728028,0.0265550991768,0.00022789776535,0.00353247065213,-0.0011307403445,-0.00138989634885,-0.00036097753887,-0.000154717777691,-0.000100059162784,0.599304456446,0.00133542220765,3.52125866054e-05,0.122520328258,0.0678076106344,22.6451175909,0.0920533235404
3037,1276.8116779,1269.78022745,1749.5296607,646.28385031,655.984995028,647.382200326,1269.63078759,1.94016946315e-15,-0.121361754474,-0.000274624842717,0.00097635237738,0.00275257127838,-0.00484428191676,-0.00595454985014,-0.000515822718164,-0.00022108562457,-0.00014298061172,0.109184936703,0.000243348958701,5.75189726815e-06,0.526658472767,0.397971328044,-1.88325298571,-0.00765549994189
3038,1325.19112678,1323.48945749,1422.36104582,579.89836923,581.039998261,583.784736892,1323.26592146,6.68527616247e-19,-0.131569592599,-0.000151562810115,0.000310659714771,0.000198599659987,-0.00154137304665,-0.00189464255006,-0.00829891072841,-0.00355697761466,-0.00230037043886,0.00268039112152,0.000240135737332,1.12360106564e-06,0.604391786923,0.568707573951,-1.22874536011,-0.00499489983786
3061,905.35043254,905.195926715,1010.7609621,622.839742077,631.877101782,631.764011722,904.217986886,7.70766395864e-17,-0.0382664677556,-0.0020904153011,0.000368969369866,0.00143482980093,-0.00183068294572,-0.0022502598006,-0.00210056869446,-0.000900320062329,-0.000582255465526,0.0667493635149,0.000280225393402,3.73758407958e-06,0.315809587962,0.290133029821,-5.02910236728,-0.020443505558
3114,1750.01865591,1746.34793707,2134.88687783,907.322048133,914.513193408,917.27311593,1745.41887803,1.0015370707e-21,0.0973519148815,-0.00215077099373,0.000147255585141,0.00138531776178,-0.000730625115241,-0.000898078135257,0.000524564212701,0.000224832297044,0.000145403661718,0.000385358768,0.000234683963171,-3.75014223805e-05,0.508826891464,0.429555120909,-27.2646821082,-0.11083204109
3130,956.825830542,956.692198811,1019.61233372,501.156587077,502.00228433,504.039335636,956.488222308,6.67980269483e-18,-0.0461013690744,-0.000237636160187,0.00120227463448,0.000216393035573,-0.00596522055531,-0.00733239802596,-0.00595760387327,-0.00255347530631,-0.00165138489677,0.0287354062257,0.000678459478106,4.04429537546e-07,0.507334391563,0.481752400328,-0.902758695719,-0.0036697507956
3134,1131.40530603,1127.29304907,1313.67866304,598.245538509,601.995567231,602.829975462,1126.45278571,1.57467208694e-21,0.14908844736,-0.00172375666961,0.000157377591921,0.00269867227416,-0.000780846588084,-0.000959809939626,0.000773352669512,0.000331464962537,0.000214365195382,0.000178926232881,0.000293445578973,-2.3801136209e-05,0.497882611916,0.438542311533,-8.97303908186,-0.0364757686254
3181,1402.63487938,1401.55227644,1447.4473064,909.104364591,911.105983898,915.493378396,1401.18080774,1.55969464272e-13,0.154196366604,-0.00259990124972,0.000627966103104,0.0192247490056,-0.00311572431028,-0.00382982164202,0.000472520862204,0.000202526112682,0.000130977794404,0.406637503637,0.120501105573,-9.76249861089e-06,0.36587025933,0.356968727344,-16.8173130699,-0.0683630612599
3228,1458.23261648,1458.0091373,2057.05306657,722.014886025,727.456072901,724.960752672,1457.1548557,9.87338353962e-19,0.019315955882,0.0042386631732,0.000202693504498,0.000462766614119,-0.00100568657508,-0.00123618132632,-0.000856373736166,-0.000367048436718,-0.000237377758571,0.0207015047863,0.149220652565,1.66884116294e-05,0.540453478761,0.39871707389,38.9320774003,0.158260477237
3235,1125.91977091,1106.20690267,1610.37533377,699.554934801,706.629688644,708.625973314,1105.71043603,7.39636284345e-20,0.19904840087,-0.00113216031256,0.000147909528401,0.0105316306658,-0.000733869728132,-0.000902066385639,0.000558731658394,0.000239476729724,0.000154874516944,0.000676466024954,0.0400165233006,-3.50524793748e-05,0.379657160008,0.276459048315,-4.68908555169,-0.0190613233809
3352,955.812034403,955.464018004,1048.43213565,549.083561216,551.744127076,555.876208587,955.168266692,1.27399081968e-17,-0.0612215279248,-0.00594404070891,0.00043639109902,0.000152152132035,-0.00216520342306,-0.00266144950683,-0.000362812615002,-0.000155504305579,-0.000100567826515,0.144870624887,0.125502328579,1.82961584029e-05,0.445407352967,0.413503416389,-20.6167096999,-0.0838077630079
3430,1194.04960749,1192.97732057,2049.40431754,893.111662787,902.103007035,896.808484925,1192.27848928,6.4876482184e-14,0.0353916653165,-0.00260428617906,0.000520759457629,0.016887275424,-0.00258380650472,-0.00317599283028,0.000365774788845,0.000156773916302,0.000101388909831,0.374874279387,0.000323370183645,-1.52078296868e-05,0.257781054488,0.162781061816,-9.24137413561,-0.0375665615269
3434,1706.0278044,1678.49214645,2556.08714079,715.801175927,723.313928956,724.413693551,1677.82962438,3.05206048828e-15,0.178073108514,9.12011265279e-05,0.00125188656221,0.00828144539621,-0.00621137570376,-0.0076349698266,-0.000671833822816,-0.000287953196117,-0.000186225242855,0.0436949217685,0.000126107992078,3.44422355517e-06,0.614915275063,0.417176251124,1.20082436025,0.00488139983842
3522,913.030245673,902.636788221,1489.17298997,791.609276383,796.649825761,792.727108258,902.258167746,4.19293305309e-20,-0.133513028385,0.00444047040337,0.000107746479231,0.0278564603443,-0.000534596251339,-0.000657121134359,0.000642334276104,0.000275309461206,0.000178048279946,0.000378334484389,0.14972323499,-4.18556402201e-05,0.123808444213,0.0826206382057,4.73921465821,0.0192651002366
3532,1483.17872172,1480.85099973,1678.45330867,899.372565135,899.716475075,908.280852475,1480.16121988,1.87613395096e-16,0.108749159128,-0.00171380013506,0.000190763866605,0.0932624620364,-0.000946496337567,-0.00116342519322,0.000831915103018,0.000356565276526,0.000230598083682,0.00259939270632,0.0013338378663,-1.82533696628e-05,0.409945421313,0.370970512858,-13.4573365369,-0.0547046200686
3582,828.968208434,828.057474561,1516.34712842,722.129329375,724.0502725,730.482443659,827.42874314,2.33769191265e-17,0.0363836232334,-0.0258966708873,0.000124253029729,0.0182557013428,-0.00061649535451,-0.000757790810668,0.000365947569326,0.000156847971358,0.000101436802756,0.00821875343922,0.130775597871,-6.37077578191e-05,0.119383642077,0.072244699744,-22.4752004415,-0.0913626034205
3671,1332.00976977,1331.96809421,1811.84279991,638.21564632,644.546619369,646.56566933,1331.50618534,1.64848041586e-16,-0.0093192950098,-0.000607100948349,0.0029649654016,0.000367645666614,-0.0147110086599,-0.0180826458733,-0.000980551756039,-0.000420272100809,-0.000271798594681,0.0254793233743,0.000155341088145,9.96386931585e-07,0.554051182449,0.42265824244,-4.72863307339,-0.0192220856642
3753,1215.60444666,1214.3108854,1251.4217158,865.929464071,867.830340043,867.179262016,1213.856196,4.01970477465e-21,0.187801500279,0.00874438578681,0.000109106515466,0.00290861875598,-0.000541344223786,-0.000665415684307,-0.000938325967141,-0.000402173799623,-0.000260094051793,0.000436329428338,0.000602563769856,2.82952642015e-05,0.298808456909,0.292173610712,36.265317878,0.147419991374
3762,846.657675256,836.974759873,1441.45660489,691.928352846,696.569659056,700.773778981,836.258885278,1.12375583597e-13,-0.126904718089,0.00484546333087,0.000111189195748,0.263719133087,-0.000551677675784,-0.000678117475017,0.0004952775966,0.000212279825847,0.000137285720926,0.0271167490129,0.139791988815,-5.260256262e-05,0.166260443228,0.106011406592,5.8007354277,0.0235802253159
3881,611.471762179,611.455425051,619.390402033,542.879252877,552.536131736,543.435045772,610.951426002,8.53107367397e-18,0.0453904149029,0.0617267224949,0.000370757136088,0.000288909251937,-0.00183955314851,-0.00226116297791,-0.00163518667039,-0.000700853711133,-0.000453256481685,0.00551580583482,0.239700534206,4.77816692216e-06,0.112475812547,0.111471386323,27.5873359773,0.112143642184
3900,760.260435879,759.930160464,1132.88382239,659.232371001,659.339413281,667.271936733,759.280224403,2.78327861747e-13,0.0297628698758,-0.0179539185889,0.000115307388916,0.0367121225985,-0.000572110553462,-0.00070323339329,0.000884173156778,0.000378963484374,0.000245083464474,0.35627080818,0.806925787919,-2.84134330783e-05,0.123543997888,0.0902901860044,-13.5444200723,-0.05505861818
3977,887.265159913,887.196380291,889.318155108,693.624844411,699.632773957,696.780488423,886.910107559,1.58535804414e-14,-0.181031854435,0.00352552687255,0.0147832783515,0.0212514071438,-0.0733488949764,-0.090159833613,0.000376036922699,0.000161172346601,0.000104233464994,0.001066753953,0.00126406659559,-5.21095029073e-07,0.221892336172,0.221511130888,6.10267774612,0.0248076331143
3984,1830.16932801,1830.13280332,2199.66893657,918.158379716,925.15172534,927.74101394,1829.52368404,5.88420834118e-19,-0.00994195868245,-0.00200780349107,0.000621700993281,0.000303820250263,-0.00308463926463,-0.00379161217009,-0.00131953272411,-0.000565561977359,-0.000365760540268,0.000277231095867,0.000592419327381,3.53115229101e-06,0.529736366325,0.453442987031,-28.6998927694,-0.11666623077
4023,1490.39138773,1489.43926943,2446.20394645,940.550539046,941.962281949,944.439139661,1488.50830693,1.0925738494e-19,-0.03155113206,0.00307660403733,0.000334160349087,0.0007496026605,-0.00165797408178,-0.00203796754397,0.000377088439671,0.000161623034944,0.000104524934397,0.00876321391264,0.000129952504901,-2.29889978683e-05,0.386697824456,0.250750314516,23.4118427607,0.095170092523
4053,835.23268737,832.450377927,1710.01265374,602.821731701,609.515241073,610.335737205,832.333363581,5.81989900167e-16,0.0563369715757,5.99708100963e-05,0.000654894731648,0.0111548963765,-0.00324933372356,-0.00399405318872,-0.0112201438292,-0.00480904081749,-0.00311010541371,0.00469883287797,0.000884147946763,3.942287143e-07,0.278319479035,0.146286841414,0.110416726148,0.000448848480274
4079,974.460354346,966.926798973,1660.84418848,646.263445849,650.336585115,648.093811051,966.096990867,5.8529446139e-18,0.104384274692,0.000128943259369,0.000283347168207,0.000360033621729,-0.00140585878102,-0.00172806957516,-0.00504527944862,-0.00216244596981,-0.00139849819804,0.0334291635153,0.386034772458,2.02634818554e-06,0.346433240112,0.216108798277,0.380508936344,0.00154678429408
4081,1090.80169794,1089.11697954,1927.50931005,695.338406229,704.750543617,705.119534249,1088.52062004,3.15435922476e-18,-0.0448420613553,0.00169154171914,0.000100710162906,0.123200074542,-0.000499684778058,-0.000614208250351,0.0021891447897,0.000938284464919,0.000606807823992,0.000218182945168,0.595637783078,-1.31392443517e-05,0.371983432098,0.224395435183,6.68729423384,0.0271841229018
4104,1078.16532269,1078.14656908,1610.01788443,844.817996616,844.830483287,851.856736017,1077.6037699,3.82988566158e-13,-0.0059380213105,-0.0091618157791,0.000225330737869,0.0224203442322,-0.0011180037495,-0.00137424063534,-0.00199785669811,-0.000856296902695,-0.00055378478451,0.00074715460726,0.000387070290466,6.43477553001e-06,0.216645564999,0.156678466622,-22.9400884902,-0.0932523922367
4109,1304.45968169,1289.05233658,1979.9605604,635.751718055,645.043369943,641.807189531,1288.1157131,5.97951212099e-18,-0.149892956076,0.000117353706126,0.000188790965889,0.000158871049503,-0.000936707569208,-0.00115139292297,0.0046638551625,0.00199896455739,0.00129277141278,0.0323844671067,0.00513251561475,-3.28996979904e-06,0.539561313434,0.366423771126,0.84150468791,0.00342075076386
4120,696.186364101,668.360800946,1510.10613821,551.864193652,558.877014548,558.4449845,667.692946094,1.05525469351e-15,-0.182832714997,-0.00488482344828,0.000127119232788,0.000808795127602,-0.00063071634272,-0.000775271127601,-0.0003833546302,-0.000164308772889,-0.000106261856257,0.519025662505,0.0181965219887,5.94437499049e-05,0.167935038347,0.0814444717685,-3.76161656024,-0.0152911242286
4128,752.920499537,748.36239486,1556.78156229,508.262781496,517.927497907,510.695079256,747.836832846,1.97047119908e-20,0.0751593137307,0.000969779876602,0.000288539688305,0.0002858110428,-0.00143162205235,-0.00175973756767,-0.00128792476446,-0.000552014560281,-0.00035699914755,0.000735364653937,0.00074986971419,7.79510774059e-06,0.333209018758,0.171066501927,1.66389166325,0.00676378724899
4139,1616.03366707,1615.08337432,2387.80615365,848.509593288,849.578685073,858.241896084,1614.5195682,2.42821998037e-16,-0.0350756645599,0.000758209106942,0.000171306846517,0.0243686234169,-0.000849958148336,-0.00104476127768,0.00263127423222,0.00112778457901,0.000729361437713,0.00871054543714,0.0895468608241,-6.42654186772e-06,0.502078668698,0.355594064989,8.15140034667,0.0331357737669
4143,1060.56806384,1060.55665157,2047.39159376,579.892627532,585.80246158,588.723844696,1060.05027412,4.2173949419e-13,-0.00340067105263,0.000167352988535,0.0363551081085,0.000238892600727,-0.180379949772,-0.221721489653,0.000953697139894,0.000408762003688,0.000264354778601,0.00201733630799,0.0666931079886,-8.35491919301e-08,0.475216380226,0.257487022418,0.747646508996,0.0030392134512
4201,1512.99635495,1510.28085064,2499.21702207,616.945502578,625.451960909,621.895848791,1509.91285523,1.54627729981e-14,-0.0524251969981,-0.000288441877,0.00105443279509,0.0184910093771,-0.00523168667382,-0.00643074446014,-0.00109552455283,-0.000469550334766,-0.000303667840135,0.0406116184356,0.0158007650282,2.5077090898e-06,0.637429288668,0.395697154129,-3.13911837988,-0.0127606438207
4209,1591.49072677,1591.09314801,2050.81063533,945.646361631,952.208069899,952.28578643,1590.70642712,1.42811062075e-19,0.0294122801094,-0.0022942320779,0.000607135455841,0.017774638449,-0.00301237071563,-0.0037027802885,0.000374773744783,0.000160630938732,0.000103883325411,0.000234430230826,0.00619974190843,-1.27310264498e-05,0.426743880916,0.345619309519,-21.4125142323,-0.0870427407817
4217,1404.778838,1404.29223626,1490.76616687,662.799961158,662.840370248,664.43240775,1403.54196774,1.64093563542e-14,-0.0750848601881,8.14635899264e-05,0.0209763699641,0.000457884341459,-0.104076614192,-0.127930082949,0.00044064619755,0.000188864383769,0.000122142473875,0.0334456859056,0.0395682540125,-3.13399149467e-07,0.567760304698,0.540274447575,0.715809414698,0.00290979436869
4372,1337.65007317,1337.23454371,1675.21700864,733.57731731,739.347030704,737.378000172,1336.56663243,5.46231600847e-20,0.0350705726411,0.00232601890886,0.000253420372938,0.00739296993101,-0.00125737362698,-0.0015455528953,-0.000939142150913,-0.000402523622329,-0.000260320289318,0.000301417871129,0.0927953696583,1.21715339736e-05,0.479347095631,0.396713221824,16.616987323,0.0675487289554
4389,1624.47189392,1592.21023644,2548.60896059,607.564127375,615.506344316,607.76568862,1591.81512213,1.31024644978e-15,0.184712485719,0.00117724436862,0.000196571327753,0.0145917152122,-0.000975310707944,-0.00119884357055,-0.000434527937689,-0.000186242050058,-0.000120446556835,0.014724686815,0.000422363461004,3.3914100201e-05,0.671233522474,0.429231248641,14.6488303366,0.059548090799
4394,1268.36366426,1267.82018301,1816.53316531,978.955890264,988.303815467,979.991181853,1266.9134721,2.55488645649e-19,-0.0314768585411,0.00137428734828,0.00111397683341,0.0333467940973,-0.00552712110384,-0.00679388993169,0.000435853612992,0.000186810244792,0.000120814020033,0.000156525353522,0.0860264800972,-5.96624886644e-06,0.234788658164,0.175864630143,5.09337702356,0.0207047846486
4458,652.736488107,652.651078543,771.623613785,537.103420172,544.729381329,543.63048477,651.952046618,2.45067187308e-17,0.0267967342646,-0.0409268511538,0.00020854373042,0.0122420073061,-0.00103471312769,-0.00127186051623,0.000411704427986,0.000176459716477,0.000114120120903,0.00278448137947,0.000583796840856,-3.37392557725e-05,0.170591044357,0.150594498656,-30.4367042559,-0.123726440065
4652,1004.89829568,985.317931423,1827.98569026,788.297842366,791.987717606,795.098391151,984.919642132,4.21317276642e-16,0.153030712373,-0.000625916085047,0.000101466528154,0.00192551027089,-0.000503437569142,-0.000618821149016,0.00254671597049,0.00109154225107,0.00070592278028,0.252305491476,0.067782746969,-1.12102387527e-05,0.198804543509,0.117429269555,-1.21580835363,-0.0049423103806
