,MD,mf1,mf2,mH,mA,mE1,mE2,mu->e gamma,alfa,delta,y1,rho1,eta2,eta3,f2,f3,f1,rho2,rho3,k,I1,I2,mu,Rmuv
48775,1341.82824842,1338.67888589,1463.05689542,727.000999666,735.242207668,731.941858185,1338.22388544,2.3411766373e-15,0.159804708922,0.0001783196195,0.000309251692615,0.154481014959,-0.00153438698668,-0.00188605534495,-0.00480832597697,-0.0020608858709,-0.00133281719732,0.000406621547687,0.0255431909538,1.9481042172e-06,0.484751431665,0.451047411835,1.28664525338,0.00523026525765
48867,1718.24103799,1716.86450963,1782.23186227,876.550186197,877.488213646,877.120676813,1716.65600833,1.41024575941e-17,-0.145629143271,0.0015614097324,0.000222703360427,0.316780413799,-0.0011049677214,-0.00135821686123,0.00144065409594,0.000617475538348,0.000399334105809,0.000182378512874,0.259335867563,-9.02883436476e-06,0.525470813327,0.509766449406,19.5464380329,0.0794570651744
48880,1521.23470646,1516.74606961,2080.04895428,864.303042033,866.384737027,871.254881974,1516.18385954,2.71902352387e-15,-0.0893850143029,0.000595311181252,0.000166741351556,0.00203323684228,-0.000827305932604,-0.00101691736807,0.00157473518216,0.000674943733614,0.000436499967359,0.388583521176,0.291756563931,-1.10323320979e-05,0.453608164144,0.346589640865,5.26948236679,0.0214206600276
48932,1299.05117579,1287.58352628,1842.05281111,944.5166826,945.205759837,948.916541516,1286.85775541,1.11396641571e-20,-0.144313503787,0.00286796307746,0.000107861757991,0.0125228145236,-0.000535168219847,-0.000657824193151,0.000425579165553,0.000182406536795,0.000117966051675,0.000229272401612,0.354428128484,-6.31059518004e-05,0.2737797,0.204624609096,12.4571927392,0.050638994875
48941,1138.86158766,1138.81903343,1437.68597483,587.399824944,597.276675803,597.21795344,1138.56921307,2.93109705261e-20,0.0119328103414,0.0048499977125,0.000135280246346,0.000193293445966,-0.00067120812757,-0.000825043282804,-0.00283304748097,-0.00121426616105,-0.000785290852062,0.000156818162175,0.000389941890322,7.55840111775e-06,0.510080889974,0.418391610838,26.1993332328,0.106501354605
48994,1029.6700988,1023.45833763,1585.82674089,897.107644065,901.460789232,903.888731219,1022.46494617,1.51041790733e-15,-0.105293046667,0.000764244378735,0.00118562234559,0.495057928194,-0.00588259835477,-0.00723083952456,0.00042054377087,0.000180248327512,0.000116570293429,0.000102431280334,0.0191192532972,-5.80979213095e-06,0.118126040639,0.083478812435,1.00356517925,0.00407953324899
48996,672.346702654,672.017793526,1153.29244414,586.293249041,593.547679011,594.228225982,671.544226007,1.61501292912e-18,0.0261451386382,-0.0184231831976,0.00020555270826,0.0299581637008,-0.0010198728355,-0.00125361895615,0.000559198612891,0.000239676870049,0.000155003951801,0.000924306601385,0.308595381557,-2.52016447787e-05,0.117276907941,0.075505527534,-10.3626613025,-0.0421246394409
49105,1246.56191293,1246.54188171,1272.6723537,954.284494348,961.380022442,958.386163176,1246.35565777,6.68832538346e-17,-0.0276908032284,-0.0093594968544,0.000365733850012,0.000530762194256,-0.00181462955077,-0.002230527105,-0.00285884433671,-0.00122532289384,-0.000792441468126,0.00308365707199,0.41608311201,2.77052777216e-06,0.239798846348,0.236202468491,-34.1594802868,-0.138859675963
49107,842.789258847,842.207102189,1318.26642713,696.012598022,699.612489964,703.496487638,841.972888402,5.79089974979e-15,0.0349766289589,-0.00219686993509,0.000300510955265,0.0231266106969,-0.00149101883716,-0.00183274758693,0.00154182430566,0.000660837876254,0.000427377419848,0.0707631920558,0.0238972656872,-6.25205770424e-06,0.168912625589,0.117668683924,-2.70283173553,-0.0109871208761
49176,909.87671516,908.623911556,953.441188458,764.029773482,767.975567706,772.08883503,907.919247161,2.40840755223e-13,0.167982165872,-0.00421805864392,0.000204058409044,0.0446291386633,-0.0010124587022,-0.00124450556699,0.00166630431368,0.00071419097481,0.000461881963884,0.314276530795,0.00408816729209,-8.51940686543e-06,0.153233559317,0.148060081186,-5.53344684372,-0.0224936863566
49230,1331.73830085,1328.65506326,2170.14620304,781.981572158,784.233774867,790.051648482,1328.52637131,1.21938734137e-17,-0.0605681473187,-0.000537040198611,0.00025665346119,0.0613649767225,-0.00127341495726,-0.00156527076112,-0.00163292617661,-0.000699884845935,-0.000452629896673,0.000642903511399,0.0496162594226,6.91201223105e-06,0.431236859973,0.279521941683,-3.52205704369,-0.0143173050557
49237,845.183260222,844.222890069,1322.60537543,724.975222235,726.205082862,728.900278796,843.549148741,1.98341569057e-19,0.0448205425471,0.00834951948497,0.00015104138395,0.0013476864252,-0.000749408780992,-0.000921166856352,-0.000735984183648,-0.00031544853917,-0.000204007045616,0.00909024305176,0.25922150661,2.60587594424e-05,0.138900563735,0.0969860650324,8.65301893011,0.0351748736996
49251,1575.40167605,1575.029368,2481.36502634,829.225174933,838.935568558,834.311863911,1574.50710694,2.77486770487e-20,-0.0202691912156,-0.000460812614862,0.000738839134852,0.00218977340278,-0.0036658333029,-0.00450601090512,-0.00173412354494,-0.000743258824233,-0.000480680738793,0.000302737274182,0.772714383579,2.26093589327e-06,0.503992142689,0.3353145821,-4.72339908682,-0.019200809296
49252,783.022634672,776.283509676,1727.79755384,520.816859082,523.129853002,525.543526816,775.461478506,1.31500139148e-17,0.0842574170409,0.00274454698733,0.00029549716343,0.10436372474,-0.00146614234617,-0.00180216961722,-0.000420080420987,-0.000180049732153,-0.000116441857734,0.000141251498233,0.0196112489594,2.33363224843e-05,0.338810819948,0.161491596741,5.1300878286,0.0208540155634
49289,1352.1521949,1351.29132609,1389.71628688,831.533102039,838.74649874,838.947057156,1351.0992396,1.96852754499e-20,-0.150243920437,0.00118083466267,0.000221389249089,0.000790608079274,-0.00109844761049,-0.00135020239672,0.00341688359199,0.00146450285421,0.000947124058237,0.000403344818813,0.754855691144,-3.82940644567e-06,0.401911586282,0.39328890602,7.6141408022,0.0309517918788
49300,697.096711507,695.868266428,821.570299939,592.170561897,596.807097185,593.92995357,695.315282034,6.85713216815e-15,0.0990185674943,-0.0083155809932,0.000319742627631,0.272277682628,-0.00158643893838,-0.00195003715826,0.000380052045039,0.00016289325923,0.000105346414517,0.00550550619895,0.000155011946413,-2.38382604829e-05,0.149254751058,0.132019931429,-6.24831787312,-0.0253996661509
49331,989.95593279,988.193168376,1212.64801218,560.63825763,568.390181082,568.242231068,987.886894671,1.52359519218e-16,-0.0887365926022,-0.00370623829865,0.000146951066553,0.0218688107643,-0.000729114212085,-0.000896220946035,-0.000591021336669,-0.0002533163367,-0.000163824874866,0.00357706893427,0.000127283015653,3.33535659117e-05,0.452986509283,0.382417369584,-13.9135063133,-0.0565589687532
49361,972.152398614,972.057897988,1528.25489368,539.766465292,541.325653101,541.942667289,971.640159619,2.98237737099e-13,0.0130351286524,-0.00759400295114,0.000397659458227,0.0172320145616,-0.00197303203961,-0.00242523408786,0.00048300230039,0.000207018538522,0.000133883138412,0.171612027172,0.191282928021,-1.50819556311e-05,0.472548669205,0.316313776927,-28.3924563058,-0.115416489048
49486,1338.6008562,1332.37061346,1685.31210502,934.189220639,942.259460042,941.9847195,1331.53716499,1.22589436392e-18,0.13325612987,-0.000173534318742,0.000211060324116,0.642375174918,-0.0010471994898,-0.00128720864562,0.00468398907243,0.00200759410761,0.00129835232005,0.00209677158704,0.747012071158,-2.93018945121e-06,0.306344957025,0.254204357127,-0.883548372528,-0.00359166005093
49491,719.520735456,718.407200111,1186.09758769,630.023530944,636.310203294,633.814085378,718.168247045,4.31487724857e-15,-0.0488140980432,-0.00400018610542,0.000587517133155,0.169687783594,-0.00291503220545,-0.0035831326253,-0.000457134837568,-0.000195931542985,-0.000126712950811,0.00883870769665,0.000100242884784,1.07858237434e-05,0.119721935896,0.0798801879923,-2.62260560344,-0.010660998388
49629,859.869204346,853.86745217,1246.48632733,679.914534586,687.662319528,688.175817058,853.614800461,7.02002668901e-17,0.123955604435,-7.43100909797e-05,0.00350467101663,0.000406695593052,-0.0173888186514,-0.0213741869845,0.00106034664446,0.000454472809934,0.000293916895324,0.000366646457048,0.000814418083929,-7.79512441363e-07,0.19997025787,0.147815288966,-0.108965981073,-0.000442951142575
49634,1272.1582426,1253.06434703,2065.67183545,649.939012183,653.881434505,653.102776583,1252.71806392,2.85391058246e-19,0.153894281361,0.000655317132042,0.000301493452034,0.00202687536449,-0.00149589360516,-0.00183873961002,-0.00050984754149,-0.000218524617425,-0.000141324355828,0.00169979814377,0.204496225229,1.88451657096e-05,0.513654268449,0.326102799833,4.30512788487,0.0175005198572
49686,833.069548179,832.928657439,1610.58377101,539.697475472,545.624564712,541.58656064,832.262177782,2.19688577619e-16,-0.0134604885873,-0.00755554493924,0.000314544526336,0.00418285250582,-0.00156064797531,-0.00191833512731,-0.000710660062141,-0.000304594423943,-0.000196987466491,0.024353415756,0.196019019868,1.29590788663e-05,0.368633491475,0.203137782032,-17.3450948047,-0.0705085154663
49811,1085.30512787,1085.20775449,1154.53839444,648.75358271,654.870089271,658.307809768,1085.05113554,3.32261090256e-18,0.0374851480637,-0.00181845366986,0.000602515984081,0.000171846267738,-0.00298945068795,-0.00367460718675,0.00183914938165,0.00078827371382,0.000509792791927,0.0587141843711,0.0950357583841,-2.61416259526e-06,0.417780135606,0.397942593103,-7.77740519755,-0.0316154682827
49832,1157.11255737,1156.2597442,2116.49942708,966.756596351,974.405884842,969.307920195,1156.07421688,6.31236305692e-19,0.0298058444252,-0.00155834756138,0.000146142936344,0.0140968682847,-0.000725104583343,-0.00089129234472,0.00348243528765,0.00149259882026,0.000965294296216,0.00245310719586,0.130261699591,-5.69190038128e-06,0.165856345983,0.099757108531,-3.55614161129,-0.0144558602085
49833,1182.58994458,1181.33311755,1342.58317354,887.340755563,895.311466475,896.894352627,1180.8751899,1.4229796144e-14,-0.088400273258,-0.000585607193503,0.000400575605177,0.838343001532,-0.00198750083004,-0.00244301900117,-0.00236037686211,-0.0010116758615,-0.000654271546696,0.00246024745265,0.00177670309051,3.06374297354e-06,0.249907253269,0.226889695997,-1.9864269807,-0.0080749064256
49834,966.593249913,966.556952213,1449.44246236,718.231125622,726.897969546,721.985564504,966.380498192,8.34204854569e-14,0.00867007602327,-0.00842879035662,0.000137207524478,0.00087761504945,-0.000680770534361,-0.000836797311349,0.00237805689413,0.00101925366059,0.000659172264917,0.0984828103341,0.000276557600323,-8.87805855244e-06,0.263342403212,0.18884624103,-19.9932495056,-0.0812733719742
49888,1049.70277162,1049.62372152,1091.3804414,776.856858337,785.919004486,776.984194701,1048.7205914,1.41588728486e-14,-0.0435236336598,0.0086893363583,0.000428683651823,0.00130568389035,-0.00212696205862,-0.00261444354913,0.000980385332185,0.000420200770251,0.000271752463745,0.839148668144,0.00124403933987,-6.89262177594e-06,0.269933151297,0.262245887509,24.7812383478,0.100736741251
50136,784.475260399,784.206208549,817.300800291,574.547432958,578.655531528,578.056063844,783.82917551,2.60308600495e-16,0.0902879291368,0.0119189109881,0.000257216438063,0.0078512683219,-0.00127620823022,-0.00156870422832,-0.000721853085866,-0.000309391840873,-0.000200090054498,0.0202526274692,0.894215007451,1.56016538207e-05,0.273702376781,0.265436205877,19.2001434504,0.0780493636197
50144,1123.55462541,1123.48350234,1222.61571304,932.420248974,935.74280927,935.307248664,1122.86341031,8.77696879184e-17,-0.0267885863292,0.0103438535548,0.000675759870525,0.000347222806009,-0.00335285845224,-0.00412130489871,0.000540729100587,0.000231760693581,0.00014988439798,0.106893193006,0.00189003195279,-7.92767857934e-06,0.171585969848,0.161370705051,22.9532398155,0.0933058529084
50345,1107.60848826,1105.86507221,1291.49292322,977.024961893,985.505190929,981.267974969,1105.04024017,8.61731864066e-16,0.0970646561036,-0.00250480398245,0.00066600358258,0.332760494022,-0.00330445153444,-0.00406180352987,0.000522924989569,0.000224129713274,0.000144949286372,0.00645280619042,0.00108213839961,-8.31768008941e-06,0.114033080599,0.101852443756,-3.71837876892,-0.0151153608493
50384,1627.63465529,1627.60916699,1632.14929518,757.195318759,762.330773072,761.005666227,1627.02911311,4.4414545085e-13,0.0749969483577,0.00127910991383,0.000834404276113,0.0334821733391,-0.00413999047853,-0.00508884084516,-0.0122344204716,-0.00524376766662,-0.00339125219085,0.00307531129068,0.229075644724,2.83764623188e-07,0.574258469787,0.57294833689,15.2074914133,0.0618190707859
50397,1404.27846995,1404.2139943,1755.7003895,793.045675617,801.77802559,800.401526518,1403.73135146,3.90756459724e-20,-0.0135443094375,-0.00241445142272,0.000837031599308,0.000400400824747,-0.00415302623748,-0.00510486428844,-0.000683374218948,-0.000292899499559,-0.000189424118826,0.00207730551878,0.380333043722,5.06428024321e-06,0.458603640987,0.380722945774,-18.4581955407,-0.0750333152059
50429,1663.65156627,1661.61313703,2131.36766113,975.227135782,976.789452287,977.957397433,1661.43738754,2.35183956781e-16,-0.0659214767416,0.000246632882262,0.00120521783649,0.00922965501352,-0.00597982358247,-0.0073503479419,0.000756581927566,0.000324276892243,0.000209716522771,0.0330518910532,0.00625696730323,-3.1768496461e-06,0.43802018426,0.35599938972,2.55776717853,0.010397427555
50457,929.428969062,927.02387028,1189.29745652,757.045582068,759.76040407,764.63306156,926.07449737,1.39379995653e-21,0.0959080774978,-0.0038970318074,0.000216544448281,0.00592934594411,-0.00107440958745,-0.00132065506464,0.000567782403153,0.000243355949245,0.000157383287839,0.000165409474185,0.00113373607888,-2.356075439e-05,0.179226661488,0.14812384231,-6.11495055756,-0.0248575225917
50494,1357.60880192,1357.5641545,1362.46510882,831.445212844,834.426620633,836.116688374,1356.78470843,1.07098182804e-15,-0.0955915438804,-0.00171371795736,0.000136669614202,0.0239166182646,-0.000678101632146,-0.000833516719599,-0.0448135879045,-0.0192074519447,-0.0124218534514,0.000271463967641,0.44384129659,4.7297315291e-07,0.406999819094,0.405872474185,-11.2485979879,-0.0457260080809
50572,867.423298521,866.584066719,933.166416399,689.494067127,694.520099493,693.341329545,865.622615196,4.93580126919e-15,0.112506597881,-0.00547723082993,0.000155303491924,0.271036704618,-0.000770555708133,-0.000947160478112,0.00135242394132,0.000579659408595,0.000374877638431,0.0047382987034,0.0160230011338,-1.37919001235e-05,0.205399969316,0.194564143591,-8.45680708981,-0.0343772645927
50593,883.289119088,882.99089212,1734.3833716,561.695905323,561.776120859,565.50518829,882.859553236,1.16498125118e-15,-0.0187168995394,0.000366994476727,0.00730231445134,0.000198773900508,-0.0362312528414,-0.0445351457417,0.000432541762027,0.000185390759738,0.00011989600991,0.000222895953552,0.00073080064931,-9.17127252768e-07,0.38012142608,0.205682797552,0.969754491861,0.00394209143033
50618,1000.67456055,1000.43687196,1021.75298198,873.611437263,883.124323873,875.578836707,999.698120984,1.31500432322e-16,-0.105793898779,0.00208061930966,0.00080577170073,0.00219374396906,-0.00399792674173,-0.0049142173164,0.00324157307412,0.00138936340422,0.00089852983351,0.214279366536,0.0331144084528,-1.10904801188e-06,0.126651773866,0.124794071873,2.78404302086,0.0113172480523
50680,1675.59683933,1671.09313305,2357.28806387,744.074445398,749.886469399,745.742472018,1670.39695592,3.49096760561e-20,-0.0811031070781,-0.000211404011288,0.000147991912028,0.00239305365947,-0.000734278483744,-0.000902568824537,-0.00523755827933,-0.00224485817052,-0.00145179585995,0.000262688313007,0.000170967557552,3.73724289388e-06,0.598302291019,0.438805516401,-2.71515466647,-0.0110372140914
50737,1077.05929144,1068.48132556,1354.44262204,865.803659355,869.188789729,874.790261285,1068.00879258,5.52806867931e-19,-0.174074062237,-0.00053840456247,0.000871635553689,0.00533145296725,-0.00432471764147,-0.00531590589201,-0.000498348785644,-0.000213596161333,-0.000138137022105,0.000555894293392,0.000338553327647,6.66883286945e-06,0.186267996365,0.155407474027,-1.16189049297,-0.00472313208524
50776,859.140837032,858.183210684,884.746765382,630.936653154,632.553530095,639.053536663,857.889122629,5.31908030429e-21,-0.19102911168,0.00694708805458,0.000238918465647,0.00422569039364,-0.00118542078611,-0.00145710907944,0.000806574012782,0.000345703888369,0.000223573801005,0.000189875303069,0.00033207234989,-1.50322583887e-05,0.265678412374,0.25977353799,13.0825327956,0.0531810276243
50831,1120.0840525,1115.90590258,1879.46078925,716.763847019,726.408434588,724.833997848,1115.06707058,4.30551224435e-17,0.0740403990534,-0.00550586135855,0.000103384757151,0.446709195757,-0.000512955077634,-0.000630519988956,0.000389450203866,0.00016692138312,0.000107951484924,0.00020599683201,0.000299885417825,-7.19465091904e-05,0.369426107971,0.2342253479,-22.7255776061,-0.0923803967726
50914,1804.40531788,1802.65846056,2449.86945629,942.638251742,951.629133888,945.862883571,1802.34180557,9.65013104194e-22,-0.0519758178652,0.00189870963924,0.000289862810515,0.00685216528459,-0.00143818687172,-0.00176780698741,0.000416126055782,0.000178354860503,0.000115345749447,0.000114227484281,0.293249877428,-2.40160050168e-05,0.509801873382,0.390836002697,25.692310257,0.104440285597
50925,1131.70505983,1130.99047986,1726.20136652,523.066641952,531.991295933,529.138459486,1130.53091923,6.41397483965e-19,-0.0346558792928,0.00228969609068,0.000610681484993,0.205826825932,-0.00302996473731,-0.00372440670929,0.000376895528073,0.000161540351535,0.000104471461339,0.000115986712139,0.00126548346905,-1.25858466825e-05,0.573876189828,0.390519434219,13.1381971731,0.0534073055815
50934,887.543064254,886.715052572,1438.84185998,743.031525779,749.604384198,747.497330513,885.794671102,1.26845986191e-18,-0.0387353447113,0.000442368982379,0.000596059130253,0.407323025174,-0.0029574142829,-0.00363522831198,0.00333665829109,0.00143011766695,0.000924886451798,0.00207439100366,0.000419812694756,-1.45652216204e-06,0.160050247199,0.107972429326,0.57443668346,0.00233510846935
50975,659.70027829,655.597275365,828.444430529,543.485290149,549.944258282,552.411787981,655.265900533,2.25446579765e-20,-0.154686760612,0.00305463799001,0.000395574367085,0.000111581090488,-0.00196268662585,-0.00241251759387,0.000402579576571,0.000172548734267,0.000111590808425,0.000551171863991,0.00378267315709,-1.81902343338e-05,0.160990637483,0.134857943809,2.18127108379,0.00886695562516
50980,1112.5677672,1105.64237726,1565.60706028,539.947093554,549.013170303,541.578629156,1105.20294628,1.31119878435e-21,-0.123014343877,0.000856762396241,0.000255076768821,0.000167574567116,-0.00126559202109,-0.00155565487497,0.000705710142673,0.000302472850001,0.000195615401073,0.000125337916542,0.00113047438501,-1.60924033055e-05,0.5490092341,0.403271287614,4.57157444687,0.0185836359629
50983,1564.31484529,1563.64235989,2245.82744903,594.404624111,603.245111598,598.450761134,1563.01606354,1.80442395634e-20,-0.0314023172916,0.00110721580463,0.000433079442832,0.000322036553457,-0.00214877226915,-0.00264125247314,0.00109637107425,0.000469913160424,0.000303902486935,0.00229539896772,0.000254637870304,-6.10088777329e-06,0.669941020034,0.478788017931,13.2706446941,0.0539457101387
50992,1732.64635095,1732.39381754,2407.68669231,778.109384979,786.088945307,785.230240922,1731.44234472,2.34137858899e-21,0.0193392844731,-0.00123558657385,0.000173952509409,0.000123556422296,-0.000863084901751,-0.00106089657057,0.00307917581165,0.00131975867582,0.000853515026847,0.000226644949723,0.000150104499197,-5.40820306287e-06,0.590246883546,0.439546134544,-16.9148381556,-0.0687595046974
50997,1207.14758931,1207.02744965,1358.64513032,987.440921826,996.440872998,991.688563549,1206.11396702,1.2484144298e-17,0.0281530633012,0.00747905133878,0.000621734403256,0.00187527942767,-0.00308480503197,-0.00379181592989,-0.000499772228964,-0.000214206260199,-0.000138531585565,0.0899837754191,0.000504237876445,9.3226881108e-06,0.182911320669,0.167648440282,20.2616642652,0.082364488883
51119,643.513959924,643.288126679,1480.00633887,512.990806061,515.636419417,520.036019879,642.775883535,3.24003430509e-18,-0.0164294817601,0.0240780711675,0.000247278781209,0.0267237331997,-0.00122690143022,-0.00150809673198,0.000418352492355,0.000179309128516,0.000115962894159,0.000687206112614,0.00614470609144,-2.80019942648e-05,0.196863862493,0.0931242594416,19.7482593044,0.0802774768471
51162,691.719964416,687.979407424,1385.94009545,609.062467235,616.38803957,610.90732133,687.346200295,1.89090194115e-16,-0.0732725554483,-0.000453895311758,0.000146966921581,0.0309134885128,-0.000729192878588,-0.000896317642228,-0.0108850813306,-0.0046654304274,-0.00301722962649,0.00815203021775,0.000184185599537,1.81078504374e-06,0.11319197638,0.0624142745995,-0.258946083352,-0.00105262635509
51175,853.177657676,850.133009455,1072.34513542,644.493335264,650.072242298,654.387786585,849.747243616,2.52715154807e-21,0.117322539372,-0.00535107397068,0.000117733362669,0.000464495862533,-0.000584147294551,-0.000718028852366,0.000576277154445,0.000246996865647,0.000159737943214,0.0015072070211,0.126745338117,-4.26960032691e-05,0.238514748166,0.199197216458,-9.0392796016,-0.0367450390309
51293,1068.30649076,1068.0962155,1082.86616446,852.912893613,859.698521399,858.13670772,1067.68216342,1.61321028905e-15,0.119602565904,-0.0151704234524,0.000463992568478,0.0876965232903,-0.00230215121207,-0.00282978455638,0.000652499223678,0.00027966623671,0.000180865896097,0.0149727492866,0.983919203731,-9.56813183058e-06,0.202564789793,0.200578386167,-35.1888151832,-0.143043964159
51318,956.275585357,956.13116312,977.029002763,852.936720711,858.524411987,857.906181073,955.481218435,1.28030686008e-19,0.0832276887581,0.00997900963197,0.000223497727716,0.0158893110323,-0.00110890906387,-0.00136306152564,-0.0037772261671,-0.00161894848151,-0.00104700721577,0.000157319190655,0.131534990063,3.43140573508e-06,0.103806699799,0.102257272202,10.1500415607,0.0412603315477
51369,1486.52822217,1485.52302884,1572.53842585,889.143684218,893.577974141,890.077061724,1485.41009321,5.35836017749e-20,-0.107687790094,0.00344138423246,0.000339694824671,0.0422619565011,-0.00168543400364,-0.00207172104478,0.000473688543101,0.000203026589787,0.00013130146322,0.000142106495993,0.000155846642892,-1.80026468985e-05,0.426176092487,0.407510021894,27.978362472,0.113733180781
51392,1232.67994092,1229.45361563,2203.52422476,806.856573114,808.288952272,811.650045921,1228.80481016,3.36840955125e-21,0.0575836108112,-0.00431045359059,0.000110786574057,0.0034958784847,-0.00054968002307,-0.000675661977407,0.000543142417946,0.000232795060151,0.000150553344074,0.000260768512631,0.00357395081936,-4.81412453395e-05,0.35789905862,0.21361972463,-21.0921904168,-0.0857406114505
51441,1497.15479429,1496.812027,2092.11255599,766.112284878,775.358609145,772.170283725,1496.64282553,7.59042188914e-14,-0.0239979001434,0.000422920462734,0.00200851937876,0.0183093097623,-0.00996549435574,-0.0122495003268,0.00067629575413,0.000289865614543,0.000187462043109,0.164696947625,0.663365663427,-2.13258076298e-06,0.519837455534,0.387786493908,3.9963101906,0.0162451633764
51448,1265.78883649,1264.45162007,1941.7484666,523.617244685,530.927852333,528.955411647,1263.63417928,1.72263197159e-18,-0.0444482159441,-0.000711149454119,0.000868249945404,0.00766183418607,-0.00430791956592,-0.0052952578414,-0.000677533918828,-0.000290396301553,-0.000187805249291,0.000260045124405,0.0448331309268,4.92427578842e-06,0.629635056272,0.422699534797,-5.3841727342,-0.0218868810333
51465,1457.48297191,1457.21789276,1472.52664867,677.569623362,682.59664434,682.73884485,1456.906489,8.61997247616e-20,-0.131971213109,0.00250505247908,0.00102072382301,0.000232624345034,-0.00506443582499,-0.00622516114894,0.000877916377307,0.000376281780082,0.000243349151261,0.00415490899096,0.000149849939357,-3.23263575875e-06,0.573312597047,0.568413193215,23.8545764343,0.0969698229038
51523,1120.53845738,1119.66686423,1157.66088248,946.042693424,951.083913617,953.616163534,1118.92071513,1.84201138998e-16,0.152045618306,-0.000563854454302,0.00764218362142,0.0655253733567,-0.0379175518793,-0.0466079300793,0.000429745173268,0.000184192120068,0.000119120825031,0.0369404303556,0.762832864287,-8.82042879764e-07,0.151284024087,0.147744219877,-1.11053920078,-0.00451438699506
51526,1486.81374171,1486.72456912,1942.71138982,784.455451025,784.660399707,790.540137804,1486.30223772,9.93857865753e-18,-0.0139847176502,-0.000868543620937,0.000139402200734,0.0945532641505,-0.00069165966696,-0.000850182139895,-0.00918168029955,-0.00393533951133,-0.00254506484421,0.000994595688478,0.107535253401,2.26321794336e-06,0.501758784101,0.399135406173,-7.90979159159,-0.0321536243561
51597,731.371163875,730.944698761,751.347959722,534.378129497,535.912626623,537.142092777,729.955181065,3.46745280388e-20,-0.145083030125,0.00736693344337,0.000188598482211,0.0170667769461,-0.00093575253983,-0.00115021900904,0.00159013632608,0.000681544783552,0.000440769001857,0.000101348799903,0.00450559836428,-9.65929927717e-06,0.275282704238,0.26973366056,10.3465935992,0.0420593235739
51616,1016.92413001,1016.66969254,1132.54822579,864.173210149,872.370298881,871.399723904,1016.11649594,1.1120710358e-16,0.0468757359583,0.00225236653933,0.000346328062152,0.00228023599624,-0.00171834555599,-0.0021121756431,-0.00280526703519,-0.00120235924616,-0.000777590405782,0.176292423096,0.471900903295,2.98164739601e-06,0.145730597036,0.134763323822,3.53693475037,0.0143777835381
51652,1069.06760278,1068.30952654,1152.22267265,911.622099637,918.341579001,919.932961502,1067.75306794,9.78859734144e-19,0.0951913586591,0.00128468596863,0.00161791447978,0.00187533725951,-0.00802746430372,-0.00986729038237,-0.000709974823144,-0.000304300725185,-0.000196797525476,0.00056037005956,0.0281961293011,2.52185240027e-06,0.14156888797,0.134102207848,2.16998978563,0.00882109668954
51701,1383.12629852,1378.36254352,1761.69819982,989.028479308,990.188078229,995.890497242,1378.04813942,5.49042281952e-19,-0.11170914592,0.00014100030791,0.000144542762261,0.000273780709735,-0.000717165140008,-0.00088153324896,0.00967415946342,0.00414641990717,0.00268157486913,0.017281532548,0.00358774357043,-2.07161278556e-06,0.289820183174,0.23864488799,0.735380286756,0.00298935075917
51758,1101.33093737,1094.15563538,1726.26896463,687.611905837,690.927790334,695.029404674,1093.35562937,1.14305550901e-18,-0.106745037267,0.00319944023196,0.00010161731248,0.0001152703657,-0.0005041857025,-0.000619740748134,0.000492542745071,0.000211107647234,0.000136527648955,0.100105534366,0.000120670487269,-5.78770708266e-05,0.385337015292,0.259857745638,13.1024000537,0.053261788836
51799,863.663249753,862.674193315,1044.06058957,732.751756686,738.679065954,741.266509884,861.812990498,5.57530745182e-15,0.0739100772446,-0.00890134891874,0.000124293627175,0.0387837761609,-0.000616696783294,-0.000758038405205,0.000905628129398,0.000388159252328,0.000251030556376,0.0531036613004,0.00014138561011,-2.57347177281e-05,0.143021519868,0.124112417678,-9.88831678198,-0.0401964096829
51818,1477.92979831,1472.7927567,2033.72149454,830.750568041,832.740723693,832.793458183,1472.49257068,1.1769576858e-19,0.0958446374746,0.00130730751869,0.000122963114272,0.000317178990019,-0.000610095294177,-0.000749923911311,-0.000921724856271,-0.000395058434526,-0.000255492399125,0.0128870057119,0.000295273958503,2.55588919029e-05,0.463854319922,0.351853155634,11.0830099028,0.0450528857836
51830,781.317751524,780.453207697,819.639930448,532.755155385,538.670412375,534.899369857,780.233278915,8.60006850638e-14,0.149085025825,-0.00784351387445,0.000139611767105,0.501325680638,-0.000692699454031,-0.000851460237258,0.000926844019519,0.000397252547666,0.000256911377132,0.00438100216376,0.00911082482614,-2.23866700501e-05,0.330384337795,0.318332576637,-14.5478858888,-0.0591377475155
51848,694.843090213,689.554124337,862.150613554,557.008344327,558.525908551,558.17843013,689.267622565,1.99561495813e-21,-0.175959535983,0.00484746106112,0.000156863096564,0.000174732032221,-0.000778293861619,-0.000956672150114,0.000475020905134,0.000203597650505,0.00013167077991,0.00255986097609,0.0337588235523,-3.88762769795e-05,0.196103228068,0.165367938843,4.55696903653,0.0185242643762
51891,735.0858348,733.953143473,1117.58065155,526.566746649,528.754891077,531.796234854,733.583310249,4.38737414129e-17,0.0543644331264,0.000442521279826,0.000106837621424,0.0861759641503,-0.00053008685131,-0.000651578218457,-0.0114356652863,-0.00490141498846,-0.00316984568628,0.000386324474952,0.346940991648,2.37100532057e-06,0.287316946187,0.202644203023,0.649573276228,0.00264054177329
